,name,lat,lon,price_level,rating,user_ratings_total,amenity,amenity_label,bar,bistro,cafe,fast_food,ice_cream,juice_bar,pub,restaurant,is_chain,chain_label,chain_False,chain_True
0,starbucks,49.260812,-123.125736,2.0,3.9,127,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1,waves,49.2635825,-123.1288364,0.0,3.8,290,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
2,mcdonald's,49.2634479,-123.1380669,1.0,3.4,539,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
3,denny's,49.2632255,-123.1333895,2.0,4.0,532,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
4,the keg,49.2711559,-123.1358083,3.0,4.2,1366,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
5,starbucks,49.2485436,-123.1266354,2.0,3.3,12,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
6,starbucks,49.26190029999999,-123.1383698,2.0,4.0,125,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
7,starbucks,49.26322310000001,-123.1389199,2.0,4.1,140,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
8,blenz coffee,49.2634549,-123.1383566,1.0,4.1,209,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
9,starbucks,49.2654797,-123.1382778,2.0,4.0,181,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
10,de dutch,49.2572846,-123.12698190000002,2.0,4.1,270,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
11,subway,49.263332,-123.1329176,1.0,3.3,48,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
12,panago,49.2633326,-123.1328362,2.0,3.8,48,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
13,second cup,49.2445292,-123.1257268,2.0,3.4,32,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
14,domino's pizza,49.263365,-123.13429,1.0,3.7,122,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
15,boston pizza,49.2637211,-123.1347841,2.0,3.8,504,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
16,bean around the world,49.2591796,-123.1389048,1.0,4.2,97,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
17,subway,49.25097529999999,-123.1270905,1.0,3.6,84,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
18,pallet coffee roasters,49.2515901,-123.1272753,2.0,4.3,167,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
19,starbucks,49.1240103,-123.1808928,2.0,4.1,324,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
20,waves coffee house,49.12421120000001,-123.182955,0.0,3.9,435,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
21,panago,49.1332371,-123.158294,2.0,3.8,68,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
22,gong cha,49.2792232,-123.1168269,1.0,3.8,500,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
23,mcdonald's,49.2808969,-123.1073143,1.0,3.1,684,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
24,taco time,49.2799281,-123.1066781,1.0,3.3,44,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
25,kung fu noodle,49.2820949,-123.1165023,1.0,3.5,320,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
26,subway,49.2764887,-123.1189668,1.0,4.1,131,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
27,starbucks,49.2789586,-123.1212246,2.0,4.0,77,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
28,pizza garden,49.2801553,-123.1209311,1.0,4.4,591,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
29,uncle fatih's pizza,49.2792588,-123.1074257,1.0,4.2,543,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
30,freshslice,49.2793502,-123.1078358,1.0,4.2,265,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
31,starbucks,49.279937200000006,-123.1073562,2.0,4.2,595,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
32,uncle fatih's pizza,49.2789073,-123.1221767,1.0,4.3,499,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
33,meat & bread,49.2810223,-123.1189956,0.0,4.0,100,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
34,five guys,49.28109,-123.1190968,2.0,4.3,2699,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
35,a&w,49.2831516,-123.1154178,1.0,3.7,333,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
36,red burrito,49.2807931,-123.1191954,0.0,4.2,26,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
37,waves coffee,49.2838195,-123.1118877,1.0,4.1,352,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
38,meat & bread,49.282623,-123.109344,1.0,4.6,1396,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
39,the old spaghetti factory,49.28384370000001,-123.1053674,2.0,4.4,4834,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
40,blenz,49.2796325,-123.1078508,1.0,3.6,251,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
41,tim hortons,49.2860889,-123.1163367,1.0,3.7,293,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
42,donair dude,49.28223670000001,-123.1092038,1.0,4.3,313,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
43,tim hortons,49.2832205,-123.1155257,1.0,3.5,300,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
44,starbucks,49.2829884,-123.1156531,2.0,3.9,208,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
45,subway,49.2823756,-123.10848590000002,1.0,3.6,142,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
46,blenz coffee,49.2810287,-123.118654,1.0,3.7,85,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
47,subway,49.2785018,-123.1156293,1.0,3.2,91,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
48,burger king,49.2841391,-123.1142912,1.0,3.2,506,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
49,starbucks,49.274665,-123.122111,2.0,4.0,162,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
50,nuba,49.2827611,-123.1096481,2.0,4.4,2056,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
51,bean around the world,49.2825011,-123.1092466,1.0,4.1,172,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
52,cactus club cafe,49.2750892,-123.1227583,2.0,4.2,1203,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
53,blenz coffee,49.275785600000006,-123.12110990000002,1.0,4.1,264,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
54,the keg steakhouse + bar - yaletown,49.2765618,-123.1193697,3.0,4.4,1619,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
55,chronic tacos,49.2860028,-123.1124564,0.0,4.4,193,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
56,chopped leaf,49.2798631,-123.1177806,2.0,4.1,182,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
57,starbucks,49.284463099999996,-123.1134341,2.0,4.0,91,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
58,tim hortons,49.2850471,-123.1120652,1.0,3.5,300,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
59,vera's burger shack,49.2831781,-123.1044747,2.0,4.3,602,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
60,browns social house,49.2797733,-123.1130766,2.0,4.2,105,pub,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,1,0.0,1.0
61,orange julius,49.2795971,-123.1174151,1.0,3.9,83,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
62,a&w,49.2796191,-123.117481,1.0,3.9,218,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
63,darby's,49.2814612,-123.1051707,2.0,4.1,680,pub,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,1,0.0,1.0
64,jj bean,49.2827821,-123.107962,2.0,4.3,256,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
65,blenz coffee,49.28402670000001,-123.1122692,1.0,3.9,364,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
66,starbucks,49.2767389,-123.1252348,2.0,4.0,226,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
67,subway,49.28391420000001,-123.1123573,1.0,3.3,25,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
68,waves coffee house,49.27838300000001,-123.1149456,0.0,4.1,242,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
69,fatburger,49.2802313,-123.1103114,2.0,4.2,508,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
70,subway,49.2792636,-123.1078464,1.0,3.9,169,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
71,tim hortons,49.2809701,-123.107834,1.0,3.7,656,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
72,nuba,49.2759195,-123.1245551,2.0,4.3,877,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
73,menchie's frozen yogourt,49.2753352,-123.1237311,2.0,4.1,92,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
74,jj bean,49.28207,-123.1137317,2.0,4.4,185,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
75,starbucks,49.2799212,-123.1178938,2.0,4.1,158,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
76,peaceful restaurant,49.282833,-123.1154195,0.0,3.8,612,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
77,starbucks,49.285758,-123.1116688,2.0,3.5,71,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
78,starbucks,49.27928170000001,-123.1169322,2.0,4.1,270,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
79,starbucks,49.2772564,-123.1187373,2.0,4.1,138,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
80,starbucks,49.2768092,-123.11483429999998,2.0,4.1,234,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
81,triple o’s,49.27949270000001,-123.1143598,0.0,4.0,361,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
82,mcdonald's,49.2788511,-123.11568909999998,1.0,3.6,968,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
83,jugo juice,49.2741294,-123.121871,2.0,3.8,36,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
84,subway,49.27403620000001,-123.1222575,1.0,3.8,65,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
85,dq orange julius,49.2740162,-123.122343,1.0,4.0,1,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
86,a&w,49.2858989,-123.1122871,1.0,3.8,525,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
87,subway,49.2859088,-123.1119662,1.0,3.5,64,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
88,jugo juice,49.2858583,-123.1118595,2.0,3.4,24,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
89,caffé artigiano,49.2745255,-123.1224197,2.0,4.0,107,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
90,starbucks,49.2843874,-123.1086358,2.0,3.9,267,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
91,white spot,49.2819109,-123.1135011,2.0,4.2,1231,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
92,red burrito,49.2657244,-123.2430971,1.0,3.3,58,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
93,pita pit,49.2661113,-123.2420861,1.0,4.1,117,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
94,tim hortons,49.2656284,-123.2543584,1.0,3.4,110,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
95,pizza pizza,49.2656704,-123.2542726,0.0,0.0,0,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
96,triple o's,49.2658558,-123.2544402,0.0,3.5,409,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
97,tim hortons,49.2601863,-123.2483972,1.0,3.5,301,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
98,togo sushi,49.253994,-123.23535459999998,0.0,3.5,114,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
99,starbucks,49.26521760000001,-123.2507822,2.0,3.5,56,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
100,neptune chinese kitchen,49.254194,-123.2360217,2.0,2.8,255,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
101,starbucks,49.2658614,-123.24279479999998,2.0,4.1,144,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
102,j j bean,49.2663694,-123.2468096,2.0,4.3,205,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
103,uncle fatih's pizza,49.266267,-123.2473433,0.0,4.3,239,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
104,subway,49.267402,-123.24959640000002,0.0,3.8,4,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
105,booster juice,49.2673302,-123.2497546,2.0,1.7,34,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
106,starbucks,49.26727070000001,-123.249929,2.0,2.0,45,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
107,starbucks,49.2612715,-123.2465592,2.0,4.0,274,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
108,pacific poke,49.2610518,-123.2482235,0.0,0.0,0,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
109,starbucks,49.26218660000001,-123.2501357,2.0,3.5,56,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
110,mcdonald's,49.26668170000001,-123.2425065,1.0,3.4,659,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
111,subway,49.26591679999999,-123.2431691,1.0,3.5,143,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
112,a&w,49.2664689,-123.2433848,0.0,4.3,35,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
113,pizza garden,49.2664557,-123.2434869,1.0,4.2,132,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
114,bean around the world,49.2588402,-123.2480899,1.0,4.0,247,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
115,tim hortons,49.1935797,-123.1807883,1.0,3.3,44,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
116,caffè artigiano,49.197754,-123.1407889,2.0,3.7,528,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
117,wendy's,49.1960345,-123.1771649,1.0,2.9,83,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
118,starbucks,49.1953403,-123.1828912,0.0,3.3,3,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
119,freshii,49.1958534,-123.1769814,2.0,3.2,38,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
120,tim hortons,49.197642,-123.1745765,1.0,3.3,44,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
121,tim hortons,49.1918172,-123.168934,1.0,3.7,591,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
122,starbucks,49.197483,-123.177973,2.0,3.6,20,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
123,pizza hut express,49.197546,-123.178164,2.0,3.5,109,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
124,milestones,49.197361,-123.178806,0.0,2.4,46,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
125,subway,49.197857,-123.178461,1.0,3.6,277,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
126,a&w,49.197921,-123.178503,1.0,2.7,25,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
127,tim hortons,49.1971835,-123.1754826,1.0,3.3,44,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
128,burger king,49.1977105,-123.1745352,0.0,4.2,4141,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
129,starbucks,49.1950338,-123.1772197,,3.3,3,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
130,starbucks,49.19733529999999,-123.1382237,0.0,3.9,17,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
131,starbucks,49.197151,-123.1766305,0.0,3.3,3,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
132,orange julius,49.1971159,-123.1767861,0.0,0.0,0,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
133,carl's jr.,49.1926706,-123.1808659,2.0,1.4,79,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
134,starbucks,49.192354,-123.1801464,2.0,3.6,20,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
135,vera's burger shack,49.1957414,-123.1842549,2.0,2.9,194,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
136,tim hortons,49.2284004,-122.8483834,1.0,3.3,833,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
137,pho 99,49.2457903,-122.8916363,1.0,3.9,667,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
138,neptune chinese kitchen,49.2275482,-122.8370119,2.0,3.8,114,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
139,starbucks,49.2278206,-122.840058,2.0,4.2,69,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
140,triple os,49.2278297,-122.8401544,0.0,3.8,212,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
141,sharetea,49.2476624,-122.8910643,1.0,3.8,183,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
142,mcdonald's,49.2335124,-122.86245420000002,1.0,3.5,644,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
143,subway,49.2488211,-122.8624127,1.0,3.7,144,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
144,pizza hut,49.2492559,-122.8670655,2.0,3.1,293,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
145,pho,49.2486726,-122.8587639,1.0,4.3,184,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
146,subway,49.2271464,-122.8418011,0.0,0.0,0,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
147,ricky's,49.23398140000001,-122.8626888,2.0,3.9,404,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
148,fatburger,49.234167,-122.8626459,2.0,4.2,789,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
149,wendy's,49.22837420000001,-122.8481876,1.0,3.5,237,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
150,dairy queen,49.235694,-122.8648711,1.0,3.6,281,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
151,pho 99,49.2373483,-122.8529856,1.0,3.8,649,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
152,quiznos club,49.2367894,-122.8529883,0.0,4.4,195,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
153,taco del mar,49.236639200000006,-122.8529962,1.0,3.9,178,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
154,cactus club cafe,49.2332102,-122.8521201,2.0,4.2,1805,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
155,tim horton's,49.24921,-122.8687714,1.0,3.5,587,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
156,panago,49.2485878,-122.8185089,2.0,3.4,55,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
157,little caesars,49.2485117,-122.8659736,1.0,3.8,121,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
158,starbucks,49.2489019,-122.8184783,2.0,4.3,214,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
159,tim hortons,49.212449,-122.9197493,1.0,3.8,493,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
160,starbucks,49.212659,-122.9193469,2.0,4.1,264,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
161,starbucks,49.222974,-122.9140218,2.0,4.2,180,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
162,subway,49.2230001,-122.9139689,1.0,3.6,97,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
163,papa john's,49.2133637,-122.9197114,0.0,3.8,128,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
164,royal hut pizza,49.205019,-122.9098717,2.0,4.1,239,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
165,subway,49.2044232,-122.90607,1.0,3.8,122,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
166,quiznos,49.2313362,-122.8930883,0.0,4.6,131,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
167,panago,49.2313075,-122.893213,2.0,3.3,36,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
168,subway,49.2265992,-122.8930617,1.0,3.7,78,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
169,white spot,49.2129995,-122.9211009,2.0,4.0,622,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
170,mcdonald's,49.2122195,-122.91890890000002,1.0,3.5,510,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
