,name,lat,lon,price_level,rating,user_ratings_total,amenity,amenity_label,bar,bistro,cafe,fast_food,ice_cream,juice_bar,pub,restaurant,is_chain,chain_label,chain_False,chain_True
1197,tim hortons,49.219026,-122.9666739,1.0,3.8,880,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1198,subway,49.2186099,-122.9567528,1.0,3.0,55,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1199,Subway,49.224174100000006,-122.9417202,1.0,3.8,52,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1200,domino's,49.2218138,-122.9969317,0.0,3.5,6,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1201,triple o's,49.2204967,-122.9757219,0.0,4.1,515,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1202,tim hortons,49.1999678,-122.9802018,0.0,0.0,0,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1203,starbucks,49.1987317,-122.9768452,2.0,4.2,210,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1204,pizza hut,49.1980237,-122.97853390000002,2.0,3.6,83,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1205,starbucks,49.1992381,-122.9792371,2.0,4.1,532,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1206,subway,49.214159,-122.9890244,1.0,4.2,95,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1207,subway,49.1980528,-122.978715,1.0,3.4,69,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1208,mcdonald's,49.2007348,-122.9812202,1.0,3.4,1138,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1209,marble slab creamery,49.1983722,-122.9781715,2.0,4.1,185,ice_cream,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,1,0.0,1.0
1210,cactus club,49.2014501,-122.9819222,2.0,4.2,1642,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1211,tim hortons,49.2057308,-123.0105665,1.0,3.4,356,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1212,quesada,49.2059018,-123.0110355,1.0,4.1,95,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1213,freshii,49.20590410000001,-123.0111841,2.0,3.7,58,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1214,coco fresh tea & juice,49.220423,-122.9733465,1.0,4.6,29,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1215,xing fu tang,49.22036129999999,-122.9730718,0.0,4.1,113,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1216,mucho burrito,49.1981032,-122.9791138,1.0,4.0,717,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1217,kfc,49.2256116,-123.0777236,1.0,3.3,379,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1218,subway,49.23326779999999,-123.1012746,1.0,3.5,58,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1219,little caesars,49.23081060000001,-123.0908083,1.0,3.9,125,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1220,tim hortons,49.2311162,-123.0904218,1.0,3.9,485,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1221,church's chicken,49.2325226,-123.090106,1.0,3.8,1394,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1222,subway,49.2284031,-123.0908169,1.0,3.6,133,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1223,deer garden signatures,49.227687,-123.0904914,1.0,3.9,796,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1224,freshslice pizza,49.2266714,-123.0905213,1.0,4.0,284,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1225,dairy queen,49.230899,-123.0907977,1.0,3.8,326,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1226,starbucks,49.3069368,-122.9533963,2.0,3.7,57,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1227,starbucks,49.30560429999999,-123.0184387,2.0,3.9,172,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1228,burger king,49.2781282,-122.8112429,1.0,3.4,342,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1229,subway,49.2782009,-122.81155420000002,1.0,3.6,80,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1230,starbucks,49.29604310000001,-122.8036307,2.0,4.3,189,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1231,subway,49.2961888,-122.8035842,1.0,3.2,60,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1232,tim hortons,49.27816710000001,-122.8141469,1.0,3.5,616,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1233,tim hortons,49.3050257,-123.01440259999998,1.0,3.4,242,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1234,subway,49.3066055,-123.0087435,1.0,3.7,73,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1235,little caesars,49.3163612,-122.9706521,1.0,3.8,93,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1236,a&w,49.3164521,-122.969311,1.0,4.1,157,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1237,subway,49.3162935,-122.9711673,1.0,4.1,29,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1238,bean around the world,49.3176174,-122.9698413,1.0,4.3,173,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1239,harvey's,49.2796709,-123.1221195,1.0,3.6,197,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1240,freshii,49.2798153,-123.1236381,2.0,3.5,82,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1241,mcdonald's,49.280548,-123.1213662,1.0,3.4,1248,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1242,starbucks,49.2820489,-123.118486,2.0,4.0,616,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1243,starbucks,49.2733132,-123.11993,2.0,4.0,157,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1244,boston pizza,49.28183189999999,-123.1234128,2.0,3.7,802,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1245,subway,49.2766649,-123.1272005,1.0,3.6,67,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1246,starbucks,49.277133,-123.1296758,2.0,4.2,127,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1247,burger king,49.2811705,-123.1204114,1.0,3.5,604,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1248,mr. greek,49.2774975,-123.1259158,1.0,4.6,266,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1249,donair dude,49.2778308,-123.1254331,1.0,4.2,412,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1250,blenz coffee,49.2794404,-123.1230068,1.0,3.5,207,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1251,tim hortons,49.2792354,-123.1227256,1.0,3.5,668,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1252,chipotle,49.2815417,-123.1211798,1.0,4.1,2198,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1253,starbucks,49.281794700000006,-123.1246565,2.0,4.0,226,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1254,freshslice pizza,49.28165720000001,-123.12059779999998,1.0,4.0,256,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1255,a&w,49.2817133,-123.1206758,1.0,3.8,405,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1256,pho,49.277676,-123.1310303,1.0,4.1,461,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1257,a&w,49.2787971,-123.1234582,1.0,3.8,313,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1258,breka bakery & café,49.278414,-123.1278962,1.0,4.5,2020,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1259,freshslice pizza,49.2740753,-123.1220882,1.0,4.4,115,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1260,domino's,49.2776544,-123.125186,1.0,3.6,234,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1261,cafe artigiano,49.2831204,-123.12139270000002,2.0,4.0,407,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1262,starbucks,49.2824438,-123.122325,2.0,4.1,200,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1263,white spot,49.2761557,-123.1281645,2.0,3.6,343,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1264,nando's,49.2778449,-123.1276301,2.0,4.1,1206,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1265,subway,49.2779076,-123.1277317,1.0,4.1,84,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1266,tim hortons,49.27760170000001,-123.1272193,1.0,3.8,726,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1267,starbucks,49.2790558,-123.1255832,2.0,3.8,152,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1268,starbucks,49.280139,-123.127256,2.0,3.8,150,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1269,mucho burrito,49.27871629999999,-123.12893590000002,1.0,3.9,356,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1270,subway,49.2796822,-123.1265354,1.0,4.0,47,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1271,pallet coffee roasters,49.27987879999999,-123.1236378,0.0,4.6,83,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1272,freshslice pizza,49.2776678,-123.1266852,1.0,4.0,183,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1273,blenz coffee,49.27714320000001,-123.1264714,1.0,4.0,198,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1274,waves coffee house,49.2807244,-123.1224892,1.0,4.0,283,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1275,subway,49.2804593,-123.1219022,0.0,0.0,0,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1276,tim hortons,49.2821466,-123.1185541,1.0,3.5,669,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1277,elysian coffee roasters,49.2798648,-123.1276754,2.0,4.4,298,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1278,joey burrard,49.282614,-123.123415,2.0,4.3,1859,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1279,tim hortons,49.2811807,-123.1242771,1.0,3.7,293,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1280,earl's,49.2815936,-123.1237542,2.0,4.2,1912,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1281,starbucks,49.1128069,-122.6724406,2.0,3.9,107,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1282,chipotle,49.1126928,-122.6723021,1.0,4.3,864,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1283,panago,49.1039933,-122.66156370000002,2.0,4.0,56,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1284,tim hortons,49.0953173,-122.6241169,1.0,3.3,421,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1285,starbucks,49.1020894,-122.6457196,2.0,4.2,289,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1286,panago pizza,49.0910725,-122.6074795,2.0,4.0,39,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1287,a&w,49.0910917,-122.6076471,1.0,3.7,278,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1288,dairy queen,49.105008700000006,-122.6598889,1.0,3.8,348,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1289,robin's donuts,49.1051536,-122.6594585,1.0,4.0,21,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1290,tim hortons,49.111784,-122.6767069,1.0,3.0,120,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1291,subway,49.1154625,-122.6795039,1.0,3.6,45,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1292,starbucks,49.07620120000001,-122.6689193,2.0,4.3,257,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1293,subway,49.0758884,-122.6698849,1.0,4.0,56,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1294,mcdonald's,49.0764542,-122.6707002,1.0,3.4,2799,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1295,quiznos,49.0902235,-122.607215,1.0,4.1,55,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1296,subway,49.1027065,-122.6449963,1.0,4.4,74,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1297,ricky’s country restaurant,49.1109603,-122.6464696,2.0,3.6,255,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1298,freshslice pizza,49.1143031,-122.6752938,1.0,4.0,67,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1299,a&w,49.1142429,-122.6753681,1.0,4.1,58,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1300,opa! souvlaki,49.1143703,-122.675676,1.0,3.2,24,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1301,taco time,49.1142463,-122.6756173,1.0,3.9,30,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1302,orange julius,49.1144699,-122.6752018,1.0,4.0,9,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1303,tim hortons,49.111986,-122.6447076,1.0,2.6,119,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1304,domino's,49.0759261,-122.6701537,1.0,3.1,83,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1305,freshii,49.1026873,-122.6456899,2.0,4.1,101,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1306,papa john's,49.1025718,-122.6463802,0.0,3.6,86,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1307,starbucks,49.11527720000001,-122.6744991,2.0,4.2,233,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1308,starbucks,49.1145963,-122.6673314,2.0,3.9,107,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1309,quiznos,49.1144032,-122.6679644,1.0,4.3,207,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1310,cactus club cafe,49.1129138,-122.6681084,2.0,4.3,1502,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1311,white spot triple-o's,49.1130331,-122.66569979999998,0.0,3.9,399,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1312,nando's,49.1129178,-122.6625851,2.0,4.2,577,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1313,montana's,49.1130445,-122.665058,2.0,3.8,776,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1314,subway,49.10446560000001,-122.6598376,1.0,4.2,133,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1315,starbucks,49.1063618,-122.662628,2.0,4.0,232,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1316,mcdonald's,49.1114094,-122.6753063,1.0,3.4,1059,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1317,boston pizza,49.110595,-122.6768607,2.0,3.6,603,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1318,cora,49.1121157,-122.6506343,2.0,4.3,1083,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1319,ihop,49.1097163,-122.6789018,2.0,4.2,1169,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1320,subway,49.0901287,-122.6046687,1.0,3.3,52,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1321,kfc,49.114245200000006,-122.6754884,1.0,2.9,46,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1322,quiznos,49.1143101,-122.675676,1.0,4.1,58,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1323,manchu wok,49.1143726,-122.6752938,0.0,2.5,24,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1324,thai express,49.114419,-122.6752938,1.0,3.6,33,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1325,subway,49.1110781,-122.668262,1.0,4.2,134,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1326,mcdonald's,49.1537523,-123.1584726,1.0,3.6,758,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1327,subway,49.1548975,-123.1578804,1.0,3.7,65,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1328,church's chicken,49.1709566,-123.1815568,1.0,3.5,274,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1329,starbucks,49.15479929999999,-123.1581393,2.0,4.1,195,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1330,freshii,49.1486894,-123.1817215,2.0,3.8,78,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1331,pizza hut,49.1709535,-123.1824399,2.0,3.2,67,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1332,freshii,49.1736004,-123.14758909999998,2.0,3.9,89,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1333,starbucks,49.1702236,-123.1825064,2.0,4.1,224,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1334,a&w,49.1485331,-123.1825159,0.0,4.4,23,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1335,dinesty dumpling house,49.1732885,-123.1465196,2.0,3.9,328,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1336,bean around the world,49.3107221,-123.0812615,1.0,0.0,0,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1337,the fried chicken works korean,49.30999979999999,-123.0820407,0.0,4.4,150,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1338,starbucks,49.3100831,-123.08318590000002,0.0,0.0,0,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1339,panago,49.326995,-123.07244409999998,2.0,3.9,96,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1340,waves coffee,49.3118329,-123.0789938,0.0,4.1,220,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1341,domino's pizza,49.3140173,-123.079082,1.0,3.7,190,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1342,marble slab creamery,49.3123945,-123.082122,2.0,3.4,103,ice_cream,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,1,0.0,1.0
1343,freshii,49.3124327,-123.08221,2.0,3.8,85,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1344,freshslice pizza,49.3116539,-123.0803449,1.0,4.1,140,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1345,tim hortons,49.3117019,-123.0804308,1.0,3.4,298,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1346,mcdonald's,49.327394700000006,-123.072432,1.0,3.3,516,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1347,starbucks,49.3242961,-123.0725862,2.0,4.0,215,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1348,blenz,49.3219602,-123.0725372,1.0,3.6,255,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1349,tim hortons,49.3225344,-123.0726516,1.0,3.7,338,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1350,starbucks,49.3134274,-123.0773573,2.0,4.0,309,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1351,mcdonald's,49.3102299,-123.0836006,1.0,3.1,268,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1352,subway,49.3208761,-123.0721449,1.0,3.6,100,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1353,ricky's all day grill,49.1322496,-122.892191,2.0,4.1,216,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1354,starbucks,49.1206115,-122.8911666,2.0,4.1,254,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1355,papa john's,49.11879520000001,-122.8914653,0.0,2.3,3,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1356,subway,49.1203766,-122.8923201,1.0,3.6,51,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1357,little caesars,49.1206338,-122.8917794,1.0,3.6,86,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1358,donair affair,49.1203265,-122.8923213,1.0,3.6,146,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1359,wendy's,49.2469453,-122.7499988,1.0,3.6,224,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1360,waves,49.2721862,-122.7899314,1.0,4.2,218,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1361,subway,49.2418492,-122.7614665,1.0,3.7,87,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1362,tim hortons,49.2469482,-122.749874,1.0,3.3,423,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
1363,earl's,49.2662294,-122.77697109999998,2.0,3.9,792,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0
1364,mcdonald's,49.2650869,-122.776261,1.0,3.2,258,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0
